chapter,word,translate,phonetic
章5-3,domestic factors,n. 国内的因素；家庭因素,/dəˈmɛstɪk ˈfæktəz/
章5-3,domestic student,n. 本国学生；国内学生（指在本国接受教育而非国际或外国学生）,dəˈmestɪk ˈstjuːdnt
章5-3,domestic violence,phrase. 家庭暴力,dəˈmestɪk ˈvaɪələns
章5-3,door key,n. 门钥匙,dɔː kɪ
章5-3,door-to-door service,phrase. 送货上门服务,dɔː tuː dɔː ˈsɜːvɪs
章5-3,drugs,n. 药物；毒品；“drug”的复数；,drʌɡz
章5-3,double lock,phrase. 上双锁,ˈdʌb(ə)l lɒk
章5-3,double room,phrase. 双人房,ˌdʌb(ə)l ˈruːm
章5-3,double grill,n. 双层烧烤架；双面烧烤炉,ˈdʌbl ɡrɪl
章5-3,drama theater,n. 戏剧剧场；戏剧演出场所,ˈdrɑːmə ˈθɪətə
章5-3,Drama Festival,n. 戏剧节,ˈdrɑːmə ˈfestɪv(ə)l
章5-3,drama teacher,n. 戏剧老师；教授戏剧课程的教师,ˈdrɑːmə ˈtiːtʃə(r)
章5-3,draw a conclusion,v. 得出结论；下结论,drɔː ə kənˈkluːʒn
章5-3,disabled access,n. 残疾人通道；无障碍通道,dɪsˈeɪbld ˈækses
章5-3,dropout rate,phrase. 辍学率,drɒp aʊt reɪt
章5-3,dress code,phrase. 着装规范,ˈdres kəʊd
章5-3,dress rehearsal,phrase. 彩排；预演,ˌdres rɪˈhɜːs(ə)l
章5-3,disputes,n.争论,dɪˈspjuːts
章5-3,drinking machine,n. 饮水机；喝酒厉害的人（非正式用语，指能大量饮酒的人）,ˈdrɪŋkɪŋ məˈʃiːn
章5-3,drinks and snacks,phrase. 饮料和小吃,drɪŋks ænd snæks
章5-3,drink less coffee,短语动词. 少喝咖啡,drɪŋk les ˈkɒfi
章5-3,driver's license,phrase. 驾驶执照,dˈraɪvəz ˈlaɪs(ə)ns
章5-3,driving license,phrase. 驾驶执照,ˈdraɪvɪŋ ˈlaɪs(ə)ns
章5-3,directors,n. 董事；导演；,dəˈrektəz
章5-3,drop-off site,n. 投放点；下车点；垃圾投放处,drɒp ɒf saɪt
章5-3,drop-off,phrase. 急剧下降,ˈdrɒp ɒf
章5-3,El Nino,n. 厄尔尼诺现象（太平洋赤道地区海水异常变暖的现象）,ˌel ˈniːnjəʊ
章5-3,eagle road,n. 鹰路（常用于地名，指以鹰命名的道路）,ˈiːɡl rəʊd
章5-3,eastern beach,n. 东部的海滩；指位于某个地区东侧的海滩，常用于地名,ˈiːstən biːtʃ
章5-3,eat harmful insects,动词短语，吃掉有害昆虫,iːt ˈhɑːmfl ˈɪnsektz
章5-3,economic growth,phrase. 经济增长,ˌiːkəˈnɒmɪk ɡrəʊθ
章5-3,economic history,n. 经济史；对历史上经济制度、活动与发展变化的研究,ˌiːkəˈnɒmɪk ˈhɪstəri
章5-3,economy class,phrase. 经济舱；二等舱位,ɪˈkɒnəmi klɑːs
章5-3,education exhibition,n. 教育展览；展示教育成果或教育资源的展览活动,/ˌɛdʒʊˈkeɪʃən ˌɛksɪˈbɪʃən/
章5-3,education officer,phrase. 教育处官员,ˌedʒuˈkeɪʃ(ə)n ˈɒfɪsə(r)
章5-3,education standard,n. 教育标准；指教育体系中规定的教学内容、水平和质量的规范或准则,ˌɛdʒʊˈkeɪʃən ˈstændəd
章5-3,education system,phrase. 教育系统；教育体制,ˌedʒuˈkeɪʃ(ə)n ˈsɪstəm
章5-3,electronic director,n. 电子指挥官；电子导向装置,ɪˌlekˈtrɒnɪk dɪˈrektə
章5-3,electric fan,phrase. 电扇,ɪˈlektrɪk fæn
章5-3,electricity bill,n. 电费账单,ɪˌlɛkˈtrɪsɪti bɪl
章5-3,electricity fee,n. 电费,/ɪˌlekˈtrɪsɪti fiː/
章5-3,electronic dictionary,phrase. 电子字典,ɪˌlekˈtrɒnɪk ˈdɪkʃənri
章5-3,email attachment,n. 电子邮件附件；随电子邮件发送的附加文件,ˈiːmeɪ əˈtætʃmənt
章5-3,email account,n. 电子邮件账户；用于发送和接收电子邮件的账户,iːmeɪl əˈkaʊnt
章5-3,email address,phrase. 电子邮件地址,ˈiːmeɪl əˈdres
章5-3,emergency contact person,n. 紧急联系人；在紧急情况下可联系的人员,/ɪˈmɜːdʒənsi ˈkɒntækt ˈpɜːsn/
章5-3,emergency telephone number,n. 紧急电话号码,iˈmɜːdʒənsi ˈtɛlɪfəʊn ˈnʌmbə(r)
章5-3,dial,n. 刻度盘； v. 拨；,ˈdaɪəl
章5-4,emotion and mood,n. 情感与情绪：emotion 指强烈的感情反应，如喜悦、愤怒、悲伤等；mood 指持续一段时间的心理状态，如愉快、沮丧、焦虑等,ɪˈməʊʃn ænd muːd
章5-4,end of term,n. 学期结束；学年末,/ɛnd ɒv tɜːm/
章5-4,endangered species,phrase. 濒危物种,ɪnˈdeɪndʒəd ˈspiːʃiːz
章5-4,energy industry,n. 能源产业；能源工业,ˈenədʒi ˈɪndəstri
章5-4,engineers,n. 工程师；“engineer”的复数；,ˌendʒɪˈnɪəz
章5-4,engineering room,n. 工程室；机房；设备间（通常指船舶或建筑物中安置机械设备的房间）,ˌendʒɪˈnɪərɪŋ ruːm
章5-4,engrave,v. 在…上雕刻；铭记,ɪnˈɡreɪv
章5-4,enrollment fee,phrase. 注册费；报名费,ɪnˈrəʊlmənt fiː
章5-4,entrance fee,n. 入场费；入場費用,ˈɛntrəns fiː
章5-4,environment agency,phrase. 环境署；环境局,ɪnˈvaɪrənmənt ˈeɪdʒənsi
章5-4,environmental damage,n. 环境破坏；对自然环境造成的损害,ɪnˌvaɪrənˈmɛntl ˈdæmɪdʒ
章5-4,environmental issues,n. 环境问题；与自然环境相关的各种问题，如污染、气候变化、资源枯竭等,/ɪnˌvaɪrənˈmɛntl ˈɪʃuːz/
章5-4,environmental science,phrase. 环境科学；环境学,ɪnˌvaɪrənˈment(ə)l ˈsaɪəns
章5-4,environmental studies,n. 环境研究（一门跨学科的学科，研究人类与自然环境之间的相互关系）,ɪnˌvaɪrənˈmɛntl ˈstʌdɪz
章5-4,environmentally friendly,adj. 环境无害的,ɪnvaɪəˈrənmentəliːfrˈendli
章5-4,Evening News,n. 夜间新闻,ˈiːvnɪŋ njuːz
章5-4,evening appointment,n. 晚间的约会或预约,ˈiːvnɪŋ əˈpɔɪntmənt
章5-4,exercise one's muscles,v. 锻炼某人的肌肉；展示力量或权力,ˈɛksəˌsaɪz wʌnz ˈmʌslz
章5-4,exhibition of instruments,名词短语。乐器的展览；仪器的展示,ˌɛksɪˈbɪʃən əv ˈɪnstrʊmənts
章5-4,experimental for construction,adj. 用于建筑的实验性（的）,ɪkˌsperɪˈment(ə)l
章5-4,experimental facilities,n. 实验设施；试验设备,/ɪkˌsperɪˈmentl fəˈsɪlɪtiz/
章5-4,expected duration,n. 预期持续时间；预计的持续时长,djuˈreɪʃn
章5-4,express train,phrase. 特别快车；特快,ɪkˈspres treɪn
章5-4,expressway,n. 高速公路,ɪkˈspresweɪ
章5-4,extension number,n. 分机号码,ɪkˈstenʃn ˈnʌmbə(r)
章5-4,extensive writing,adj. 广泛的写作；大量的书写工作,ɪkˈstensɪv ˈraɪtɪŋ
章5-4,exchange drafts,n. 交换草案；票据交换,ɪksˈtʃeɪndʒ drɑːfts
章5-4,extra charge,phrase. 额外费用；附加费,ˈekstrə tʃɑːdʒ
章5-4,extra workload,n. 额外的工作量,ɪkˈstrɑː ˈwɜːkləʊd
章5-4,ethical film,phrase. 伦理片,ˈeθɪk(ə)l fɪlm
章5-4,eye doctor,phrase. 眼科医生,aɪ ˈdɒktə(r)
章5-4,eye contacts,phrase. 眼神交流,aɪ ˈkɒntækts
章5-4,essay plan,n. 论文计划；文章提纲,ˈeseɪ plæn
章5-4,extinct species,n. 已灭绝的物种,ɪkˈstɪŋkt ˈspiːʃiːz
章5-4,face-to-face interview,n. 面对面的面试；当面访谈,feɪs tu feɪs ˈɪntəvjuː
章5-4,failure rate,n. 故障率；失败率，指在特定时间内某系统、设备或组件发生故障的频率,ˈfeɪljə ˌreɪt
章5-4,family medical history,n. 家族病史；指一个家庭中成员所共有的疾病或健康状况的历史记录,/ˈfæm.əl.i ˈmed.ɪ.kəl ˈhɪs.tər.i/
章5-4,familiar with,adj.熟悉，通晓,fəˈmɪliə(r) wɪð
章5-4,family abuse,n. 家庭虐待；家庭暴力（指在家庭成员之间发生的身体、情感或心理上的伤害行为）,ˈfæməli əˈbjuːs
章5-4,family ticket,phrase. 家庭套票,ˈfæməli ˈtɪkɪt
章5-4,family name,phrase. 姓氏,ˈfæməli neɪm
章5-4,family relationship,phrase. 家庭关系,ˈfæməli rɪˈleɪʃ(ə)nʃɪp
章5-4,fancy dress,phrase. 化装舞会所穿着的服装,ˌfænsi ˈdres
章5-4,fancy ball,n. 盛装舞会；豪华舞会,ˈfænsi bɔːl
章5-4,fancy dress party,n. 化装舞会；装扮派对（参加者穿着奇装异服的聚会）,ˈfænsi dres ˈpɑːti
章5-4,falcons,n.猎鹰,ˈfɔːlkənz
章5-4,farewell party,n. 告别聚会；送别会,ˌfeəˈwel ˈpɑːti
章5-4,farming products,phrase. 农产品,ˈfɑːmɪŋ pˈrɒdʌkts
章5-4,fear of unemployment,n. 对失业的恐惧；担心失去工作的忧虑,/fɪər əv ˌʌnɪmˈplɔɪmənt/
章5-4,feel one's pulse,phrase. 测某人的脉搏,fiːl wʌnz pʌls
章5-4,female corpse study,n. 女性尸体研究,kəˈdævə(r)
章5-4,field method,n. 现场方法；实地方法（指在自然环境中进行观察或研究的方法）,fiːld ˈmeθəd
章5-4,field system,n. 田制；耕地制度；农田系统,ˈfiːld ˈsɪstəm
章5-4,field trip,phrase. （学生）实地考察旅行,ˈfiːld trɪp
章5-4,field work,n. 野外工作；实地考察,fiːld wɜːk
章5-4,film festival,phrase. 电影节,fɪlm ˈfestɪv(ə)l
章5-4,film studio,phrase. 电影制片厂,fɪlm ˈstjuːdiəʊ
章5-4,financial advice,名词短语. 财务建议；理财建议,faiˈnænʃl ədˈvaɪs
章5-4,financial affairs,phrase. 财务,faɪˈnænʃəl əˈfeəs
章5-4,financial budget,phrase. 财务预算,faɪˈnænʃəl ˈbʌdʒɪt
章5-4,financial department,n. 财务部门；负责组织财务管理和会计事务的部门,faɪˈnænʃəl dɪˈpɑːtmənt
章5-4,financial executive,n. 财务主管；金融高管，指在企业或组织中负责财务管理和决策的高级管理人员,faɪˈnænʃl ɪɡˈzekjətɪv
章5-4,financial goals,n. 财务目标；指个人或组织在财务方面希望实现的具体目的，如储蓄、投资或减少债务,faɪˈnænʃəl ɡəʊlz
章5-4,financial market,n. 金融市场；进行金融资产（如股票、债券等）交易的市场,faɪˈnænʃl ˈmɑːkɪt
章5-4,financial organisation,n. 金融机构；金融组织（指从事金融活动，如银行、保险公司、投资公司等的组织）,/faɪˈnænʃəl ˌɔːɡənaɪˈzeɪʃən/
章5-4,financial policy,n. 财政政策；金融政策，指政府或机构在财政收支、货币供应、利率等方面所采取的管理经济的措施,faɪˈnænʃl pɒləsi
章5-4,financial problems,n. 财务问题；经济困难,/faɪˈnænʃəl ˈprɒbləmz/
章5-4,financial shortage,n. 资金短缺；财政不足,/faɪˈnænʃəl ˈʃɔːtɪdʒ/
章5-4,financial source,n. 财务来源；资金来源,/faɪˈnænʃəl sɔːs/
章5-4,fine arts,n. 美术；纯艺术（如绘画、雕塑、音乐、舞蹈等）,faɪn ɑːts
章5-4,fine texture,adj. 质地细腻的；纹理精细的,faɪn 'tekstʃə
章5-4,fire alarm,phrase. 火警,ˈfaɪər əlɑːm
章5-4,fire blanket,phrase. 消防毯,ˈfaɪə ˈblæŋkɪt
章5-4,fire drill,phrase. 消防演习,ˈfaɪə drɪl
章5-4,fire management,n. 火灾管理；用火管理；指对火灾的预防、控制和扑救等综合管理措施,ˈfaɪə(r) ˌmænɪdʒmənt
章5-4,first floor,n. 一楼（在英式英语中指二楼，美式英语中指地面层以上的第一层）,fɜ:st flɔ:(r)
章5-4,first name,n. 名字（不包括姓氏）,ˈfɜːst neɪm
章5-4,first-aid kit,phrase. 急救箱,fɜːst eɪd kɪt
章5-4,first-year student,n. 一年级学生；大一新生,fɜːst jɪə ˈstjuːdnt
章5-4,fish cakes,n. 鱼饼（一种用鱼肉和调料制成的油炸或煎制食品）,fɪʃ keɪks
章5-4,fish tank,n. 鱼缸；养鱼的水族箱,fɪʃ tæŋk
章5-4,fishing boat,n. 渔船；捕鱼船,ˈfɪʃɪŋ bəʊt
章5-4,fishing industry,phrase. 捕渔业,ˈfɪʃɪŋ ˈɪndəstri
章5-4,fitness centre,phrase. 健身中心,ˈfɪtnəs sentə(r)
章5-4,fitness club,n. 健身俱乐部；健身中心,ˈfɪtnəs klʌb
章5-4,fitness level,phrase. 健身水平；体能状况,ˈfɪtnəs ˈlev(ə)l
章5-4,fitness training,n. 健身训练；体能锻炼,ˈfɪtnəs ˈtreɪnɪŋ
章5-4,fixed expenses,n. 固定开支；固定费用（指每月金额相对不变的支出，如房租、贷款、保险等）,fɪkst ɪkˈspensɪz
章5-4,flexible working time,adj. 灵活的工作时间；可根据个人需求调整的上班时段,/ˈflɛksɪbəl ˈwɜːkɪŋ taɪm/
章5-4,flight number,n. 航班号,flaɪt ˈnʌmbə(r)
章5-4,flowers' taste,n. 花的味道；花朵的风味,ˈflaʊəz ˈteɪst
章5-4,flying craft,n. 飞行器；航空器,ˈflaɪɪŋ krɑːft
章5-4,flying speed,n. 飞行速度,ˈflaɪɪŋ spiːd
章5-4,food processing,phrase. 食品加工,fuːd prəˈsesɪŋ
章5-4,food and oil,n. 食物和油,fʊd ənd ɔɪl
章5-4,food chain,phrase. 食物链,ˈfuːd tʃeɪn
章5-4,focus on,phrase. 集中（精力；注意力等）于,ˈfəʊkəs ɒn
章5-4,football club,n. 足球俱乐部,ˈfʊtbɔːl klʌb
章5-4,football match,n. 足球比赛,ˈfʊtbɔːl mætʃ
章5-4,for sale,phrase. 出售；待售,fɔː seɪl
章5-4,forestry industry,n. 林业；森林工业,/ˈfɒrɪstri ˈɪndəstri/
章5-4,formal clothes,n. 正式服装；礼服，指在正式场合穿着的庄重服饰,ˈfɔːml kləʊðz
章5-4,four nights,phrase. 四个晚上,fɔː naɪts
章5-4,fortnight,n. 两星期,ˈfɔːtnaɪt
章5-4,fourth-year student,n. 大四学生；四年级学生,fɔːθ jɪə ˈstjuːdənt
章5-5,free for heating,adj. 可自由用于加热的；无需额外费用即可用于加热的,friː fɔː ˈhiːtɪŋ
章5-5,free of charge,phrase. 免费；不收费,friː əv tʃɑːdʒ
章5-5,free transportation,phrase. 免费交通；免费运输,friː ˌtrænspɔːˈteɪʃ(ə)n
章5-5,fruit juice,phrase. 果汁,fruːt dʒuːs
章5-5,fruit trees,phrase. 果树,fruːt triːz
章5-5,functions and places,n. 功能与场所；职能与地点,ˈfʌŋkʃənz ənd pleɪsɪz
章5-5,full-time,adj. 全部时间的；专任的,ˌfʊl ˈtaɪm
章5-5,full name,phrase. 全名；全称,fʊl neɪm
章5-5,fur trade,n. 毛皮贸易；皮草交易,fɜː(r) treɪd
章5-5,further education,phrase. 继续教育；进修；深造,ˌfɜːðər edʒuˈkeɪʃ(ə)n
章5-5,garden hall,n. 花园大厅；常指用于活动或展览的园内建筑,ˈɡɑːdn hɔːl
章5-5,garden tools,phrase. 园林工具,ˈɡɑːd(ə)n tuːlz
章5-5,generation of electricity,n. 电能的产生；发电,/ˌdʒɛnəˈreɪʃən əv ɪˌlɛkˈtrɪsɪti/
章5-5,gas station,phrase. 加油站,ˈɡæs steɪʃ(ə)n
章5-5,general election,phrase. 普选；大选,ˌdʒenrəl ɪˈlekʃ(ə)n
章5-5,general english,n. 通用英语；普通英语（指非专业性、基础性的英语）,ˈdʒenrəl ˈɪŋɡlɪʃ
章5-5,general English practice,n. 通用英语练习；日常英语技能的综合训练,ˈdʒenərəl ˈɪŋɡlɪʃ ˈpræktɪs
章5-5,general health,n. 整体健康状况；一般健康,/ˈdʒɛnərəl hɛlθ/
章5-5,general ideas,n. 一般概念；总体想法；普遍观念,ˈdʒenərəl ˈaɪdɪəz
章5-5,general method,n. 通用方法；普遍适用的方法,ˈdʒenrəl ˈmeθəd
章5-5,general science,n. 普通科学；综合科学（涵盖物理、化学、生物等基础科学知识的综合性学科）,ˈdʒenrəl ˈsaɪəns
章5-5,geography trip,n. 地理考察旅行；地理课外实地考察活动,dʒiˈɒɡrəfi trɪp
章5-5,geographic location,n. 地理位置；地理坐标,ˌdʒiː.əˈɡræf.ɪk ləʊˈkeɪ.ʃən
章5-5,geographical value,n. 地理价值；指某一地区在地理位置、自然资源、战略地位等方面所具有的重要性或意义,/ˌdʒiːəˈɡræfɪkəl ˈvæljuː/
章5-5,give sb. a sack,phrase. 解雇,ɡɪv ˈsʌmbədi ə sæk
章5-5,given name,phrase. （对姓而言的）名字；（受洗礼时起的）教名,ˈɡɪv(ə)n neɪm
章5-5,give a prescription,phrase. 开药方,ɡɪv ə prɪˈskrɪpʃ(ə)n
章5-5,give up,phrase. 放弃,ɡɪv ʌp
章5-5,give a speech,短语动词. 发表演讲；做演讲,gɪv ə spiːtʃ
章5-5,give confirmation,v. 给予确认；提供证明,ɡɪv ˌkɒnfəˈmeɪʃn
章5-5,get feedback,短语动词. 获得反馈；得到回应,ɡet ˈfiːdbæk
章5-5,guide book,n. 指南书；旅游手册；导览书,ˈɡaɪd bʊk
章5-5,guided tour,phrase. 有导游的观光旅游,ˈɡaɪdɪd tʊə
章5-5,go to hospital,phrase. 住院；看病,ɡəʊ tuː ˈhɒspɪt(ə)l
章5-5,global listening,n. 全球倾听；指在全球范围内关注和理解不同文化、观点和声音的能力或实践,ˈɡləʊbl ˈlɪs.ənɪŋ
章5-5,global warming,n. 全球变暖,ˌɡləʊb(ə)l ˈwɔːmɪŋ
章5-5,gold medal,n. 金牌；金质奖章,ˌɡəʊld ˈmed(ə)l
章5-5,Gold Street,n. 金街；黄金街道（常用于地名或商业区名称）,gəʊld striːt
章5-5,golf club,n. 高尔夫球杆；高尔夫俱乐部,ˈɡɒlf klʌb
章5-5,good eyesight,n. 良好的视力；视觉敏锐,ɡʊd ˈaɪsʌɪt
章5-5,good shoes,adj. + n. 好的鞋子；质量优良的鞋,ɡʊd ʃuːz
章5-5,good steering,adj. 良好的转向性能；操控性好的,gʊd ˈstɪərɪŋ
章5-5,goodbye party,n. 告别派对；送别聚会,ˈɡʊdˈbaɪ ˈpɑːti
章5-5,government policy,phrase. 政府政策,ˈɡʌvənmənt ˈpɒləsi
章5-5,government-funded,adj.政府资助的,ˈɡʌv.ən.mənt ˈfʌnd.ɪd
章5-5,grasp keywords,v. 理解关键词；掌握关键词,ɡrɑːsp
章5-5,graduate school,n. 研究所,ˈɡrædʒuət skuːl
章5-5,graduation announcements,n. 毕业公告；毕业通知（用于告知他人某人已完成学业并取得学位的正式通知或卡片）,ˌɡrædʒʊˈeɪʃən əˈnaʊnsmənts
章5-5,grain pattern of timber,n. 木材的纹理图案；指木材中纤维的排列方式所形成的自然条纹或图案,ɡreɪn ˈpætən əv ˈtɪmbə(r)
章5-5,grain pattern,n. 木纹图案；纹理样式（指木材、皮革等材料表面的天然纹理走向和排列方式）,greɪn ˈpætən
章5-5,great favourites,n. 非常喜欢的人或事物；特别喜爱的东西,greɪt ˈfeɪvərɪts
章5-5,ground floor,phrase. 一楼；底层；有利地位,ˌɡraʊnd ˈflɔː(r)
章5-5,green waste,phrase. 绿色废弃物,ɡriːn weɪst
章5-5,greyhound bus,n. 灰狗巴士（美国著名的长途客运汽车服务）,ˈɡreɪhaʊnd bʌs
章5-5,group discussion,phrase. 小组讨论,ɡruːp dɪˈskʌʃ(ə)n
章5-5,gym membership,n. 健身房会员资格；指加入健身房并享有使用其设施的权利,dʒɪm ˈmembəʃɪp
章5-5,hens,n.母鸡,henz
章5-5,high wind,n. 强风；大风,haɪ wɪnd
章5-5,half human,phrase. 半人,hɑːf ˈhjuːmən
章5-5,half term,n. 期中假期；学期中途的短假期（尤指英国学制中的寒假或暑假前的中期假期）,ˌhɑːf ˈtɜːm
章5-5,hard-hoofed animals,n. 蹄坚硬的动物，有硬蹄的哺乳动物，如牛、马、鹿等,hɑːd ˈhuːft ˈænɪməlz
章5-5,hall of residence,phrase. 学生宿舍；大学宿舍,ˌhɔːl əv ˈrezɪdəns
章5-5,halls of residence,n. 学生宿舍；大学宿舍（供学生住宿的房屋或建筑群）,hɔːlz əv rɪˈzɪd(ə)ns
章5-5,hand pump,n. 手动泵；手压泵,hænd pʌmp
章5-5,hands broken,adj. 手部受伤的；手骨折的,ˈhændbrəʊkən
章5-5,have access to,phrase. 使用；接近；可以利用,hæv ˈækses tuː
章5-5,Harmful insects,adj. 有害的昆虫,ˈhɑːmfl ˈɪnsekts
章5-5,harmful to humans,adj. 对人类有害的；对人有伤害作用的,ˈhɑːmfl tuː ˈhjuːmənz
章5-5,have strong hearts and lungs,phrase. 心肺功能良好,hæv strɒŋ hɑːts ænd lʌŋz
章5-5,have an operation,phrase. 动手术,hæv æn ˌɒpəˈreɪʃ(ə)n
章5-5,have high rank in geography,短语. 在地理学方面具有较高的地位或排名,ræŋk
章5-5,have strong financial muscles,短语. 拥有强大的财务实力；经济实力雄厚,hæv strɒŋ faɪˈnænʃl ˈmʌslz
章5-5,help desk,phrase. 服务台；帮助台,ˈhelp desk
章5-5,headmaster,n. 校长,ˌhedˈmɑːstə(r)
章5-5,head office,phrase. 总部；总公司,ˌhed ˈɒfɪs
章5-5,healthcare,n. 医疗保健；,ˈhelθ keə(r)
章5-5,health check,phrase. 体检,ˈhelθ tʃek
章5-5,health club,phrase. 健康俱乐部,ˈhelθ klʌb
章5-5,heart attack,phrase. 心脏病发作,ˈhɑːt ətæk
章5-5,heartbeats,n.心跳,ˈhɑːtbiːts
章5-5,heart disease,phrase. 心脏病,hɑːt dɪˈziːz
章5-5,heat indicator,phrase. 温度指示器,hiːt ˈɪndɪkeɪtə(r)
章5-5,horse hair,phrase. 马鬃；马毛,hɔːs heə(r)
章5-5,horse riding,n. 骑马,ˈhɔːs raɪdɪŋ
章5-5,herb tea,n. 草本茶；香草茶（不含茶叶的植物性冲泡饮品）,hɜːb tiː
章5-5,herd of cattle,phrase. 牲畜；牛群,hɜːd əv ˈkæt(ə)l
章5-5,host family,phrase. 寄宿家庭；接待留学生的家庭,həʊst ˈfæməli
章5-5,high rank,n. 高等级；高职位；高级别,haɪ ræŋk
章5-5,highly trained staff,adj. + n. 高度训练有素的员工,ˈhaɪli ˈtreɪnd stɑːf
章5-5,higher education,phrase. 高等教育,ˌhaɪər edʒuˈkeɪʃ(ə)n
章5-5,high-rise buildings,n. 高层建筑；高楼大厦,haɪ raɪz ˈbɪldɪŋz
章5-5,high-quality camera,n. 高质量相机,/ˌhaɪ ˈkwɒlɪti ˈkæmərə/
章5-5,honeymoon suite,n. 蜜月套房,ˈhʌnɪmuːn suːt
章5-5,historical museum,n. 历史博物馆,hɪˈstɒrɪkl mjuːˈziːəm
章5-5,history of school,n. 学校的历史；教育机构的发展历程,ˈhɪstəri əv skuːl
章5-5,historical maps,phrase. 历史地图,hɪˈstɒrɪk(ə)l mæps
章5-5,horror film,phrase. 恐怖电影,ˈhɒrə fɪlm
章5-5,hot dog,phrase. 热狗（面包夹熏红肠）,ˈhɒt dɒɡ
章5-5,hot meal,n. 热餐；热的饭菜,hɒt miːl
章5-5,hothouse effect,n. 温室效应,ˈɡriːnhaʊs ɪˌfekt
章5-6,hotel crime,n. 酒店犯罪；发生在酒店内的违法行为,həʊˈtɛl kraɪm
章5-6,hunt for,phrase. 寻找；搜寻,hʌnt fɔː(r)
章5-6,house insurance,phrase. 房屋保险,haʊs ɪnˈʃʊərəns
章5-6,house key,phrase. 房门钥匙,haʊs kiː
章5-6,housing agency,n. 住房机构；负责提供或管理住房的政府或私人机构,ˈhaʊzɪŋ ˈeɪdʒənsi
章5-6,human beings,n.人类,ˈhjuːmən ˈbiːɪŋz
章5-6,human consumption,n. 供人类食用；人类消费,/ˈhjuːmən kənˈsʌmpʃn/
章5-6,human race,n. 人类种族；人类整体,ˈhjuːmən reɪs
章5-6,human resources,phrase. 人力资源；人事部门,ˌhjuːmən rɪˈsɔːsɪz
章5-6,ice curling,n. 冰上冰壶运动；在冰面上进行的投掷石壶的团队竞技项目,aɪs ˈkɜːlɪŋ
章5-6,ice pack,phrase. 冰袋；浮冰群,ˈaɪs pæk
章5-6,ice skating,n. 滑冰；溜冰（指在冰面上穿着冰鞋滑行的运动或活动）,ˈaɪs skeɪtɪŋ
章5-6,identities,n.身份,aɪˈdentɪtiːz
章5-6,identity card,phrase. 身份证,aɪˈdentəti kɑːd
章5-6,illegal profits,n. 非法利润；违法所得,ɪˈliːɡl ˈprɒfɪts
章5-6,in visible view,phr. 在可见视野中；处于可见范围,ɪnˈvɪzəb(ə)l
章5-6,immune system,phrase. 免疫系统,ɪˈmjuːn sɪstəm
章5-6,in advance,phrase. 提前；预先,ɪn ədˈvɑːns
章5-6,in chemistry lab,prep. 在化学实验室里,ɪn ˈkemɪstri læb
章5-6,in circles,adv. 在原地兜圈子；毫无进展地；反复做同样的事,/ɪn ˈsɜːklz/
章5-6,in circulation,phrase. 在流通中；在从事社交活动中；在书库里,ɪn ˌsɜːkjəˈleɪʃ(ə)n
章5-6,indian ocean,n. 印度洋,ˌɪndiən ˈəʊʃ(ə)n
章5-6,incoming calls,n. 来电；打入的电话,ˈɪnkʌmɪŋ kɔːlz
章5-6,independence day,n. 独立日（美国国庆日，7月4日）,ˌɪndɪˈpendəns deɪ
章5-6,industrial material,n. 工业材料；用于制造、建筑或生产的原材料或半成品,ɪnˈdʌstriəl məˈtɪəriəl
章5-6,information board,n. 信息牌；公告栏；指示牌,ˌɪnfəˈmeɪʃn bɔːd
章5-6,information video,n. 信息视频；介绍性视频,ɪnfəˈmeɪʃn ˈvɪdiəʊ
章5-6,information desk,phrase. 服务台；问询处,ˌɪnfəˈmeɪʃ(ə)n desk
章5-6,information page,n. 信息页；资料页,ˌɪnfəˈmeɪʃən peɪdʒ
章5-6,information sector,phrase. 信息行业；信息产业,ˌɪnfəˈmeɪʃ(ə)n ˈsektə(r)
章5-6,inland region,n. 内陆地区；内地,ˈɪnlənd ˈriːdʒən
章5-6,initial migration,n. 初始迁移；首次迁徙；最初移民,ɪˈnɪʃl maɪˈɡreɪʃn
章5-6,injection of vaccine,n. 疫苗注射；接种疫苗,ɪnˈdʒekʃən ɒv ˈvæksiːn
章5-6,institutes,n. 研究所；学院（institute 的复数形式）；,ˈɪnstɪtjuːts
章5-6,institutions,n.机构,ˌɪnstɪˈtjuːʃənz
章5-6,insects haunting,phrase. 有虫蚊出没的,ˈɪnsekts ˈhɔːntɪŋ
章5-6,instructors,n.教练,ɪnˈstrʌktəz
章5-6,instruction of handbook,n. 手册中的说明；手册指引,ɪnˈstrʌkʃn əv ˈhændbʊk
章5-6,instant coffee,phrase. 速溶咖啡,ˈɪnstənt ˈkɒfi
章5-6,interpersonal skills,n. 人际交往能力；人际沟通技巧,ˌɪntəˈpəːsənl skɪlz
章5-6,insurance companies,n. 保险公司；承保各类风险并收取保费的企业机构,ɪnˈʃʊərəns ˈkʌmpəniz
章5-6,insurance company,phrase. 保险公司,ɪnˈʃʊərəns ˈkʌmpəni
章5-6,intensive course,n. 强化课程；集中培训班,ɪnˈtensɪv kɔːs
章5-6,intensive study,n. 深入研究；强化学习；密集式学习,ɪnˈtensɪv ˈstʌdi
章5-6,inter-library service,phrase. 图书馆馆际服务,ɪnˈtɜː ˈlaɪbrəri ˈsɜːvɪs
章5-6,intermediate course,n. 中级课程；中等水平课程,ˌɪntəˈmiːdiət kɔːs
